Hour,Weekday,Month,Is_weekend,Power_Wasted,Voltage,Current,Laundry_kwh,Kitchen_kwh,Appliances_kwh,Total_energy_kwh,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,Voltage_lag1,Voltage_lag2,Current_lag1,Current_lag2,rolling_mean_3,rolling_mean_6,rolling_mean_12,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12
8,6,12,1,3.604,241.83133333333336,7.58,0.0,0.022,0.0,0.8942333333333333,0.9370999999999999,0.6829333333333333,0.37533333333333335,0.9279666666666666,0.8587666666666666,1.1379666666666668,242.11499999999998,241.57633333333334,7.926666666666667,5.680000000000001,0.820011111111111,0.8654416666666666,1.0918305555555554,1.3733666666666666,0.8424,0.8392333333333333,0.8229666666666666,0.7871,0.8001666666666666
8,6,12,1,3.5100000000000002,240.79166666666666,8.52,0.0,0.023,0.0,0.9963333333333334,0.8942333333333333,0.9370999999999999,0.6829333333333333,0.37533333333333335,0.9279666666666666,0.8587666666666666,241.83133333333336,242.11499999999998,7.58,7.926666666666667,0.7793888888888888,0.8732805555555556,1.0603694444444445,1.1379666666666668,1.3733666666666666,0.8424,0.8392333333333333,0.8229666666666666,0.7871
9,6,12,1,2.032,238.406,13.673333333333334,0.0,0.423,0.0,1.5853666666666666,0.9963333333333334,0.8942333333333333,0.9370999999999999,0.6829333333333333,0.37533333333333335,0.9279666666666666,240.79166666666666,241.83133333333336,8.52,7.58,0.8023166666666667,0.8907166666666666,1.0344138888888887,0.8587666666666666,1.1379666666666668,1.3733666666666666,0.8424,0.8392333333333333,0.8229666666666666
9,6,12,1,2.722,239.28966666666665,8.273333333333333,0.0,0.016,0.0,0.9637,1.5853666666666666,0.9963333333333334,0.8942333333333333,0.9370999999999999,0.6829333333333333,0.37533333333333335,238.406,240.79166666666666,13.673333333333334,8.52,0.9118833333333333,0.95425,1.0372972222222223,0.9279666666666666,0.8587666666666666,1.1379666666666668,1.3733666666666666,0.8424,0.8392333333333333
10,6,12,1,3.296,236.69466666666668,10.653333333333334,0.009,0.2,0.465,1.2465000000000002,0.9637,1.5853666666666666,0.9963333333333334,0.8942333333333333,0.9370999999999999,0.6829333333333333,239.28966666666665,238.406,8.273333333333333,13.673333333333334,1.0099444444444445,0.9646222222222223,1.0132722222222224,0.37533333333333335,0.9279666666666666,0.8587666666666666,1.1379666666666668,1.3733666666666666,0.8424
10,6,12,1,8.38,234.18733333333333,20.413333333333334,0.524,1.141,0.504,2.3823999999999996,1.2465000000000002,0.9637,1.5853666666666666,0.9963333333333334,0.8942333333333333,0.9370999999999999,236.69466666666668,239.28966666666665,10.653333333333334,8.273333333333333,1.1038722222222221,0.9982972222222223,1.012801388888889,0.6829333333333333,0.37533333333333335,0.9279666666666666,0.8587666666666666,1.1379666666666668,1.3733666666666666
11,6,12,1,5.304,235.5656666666667,11.360000000000001,0.332,0.288,0.51,1.3267666666666666,2.3823999999999996,1.2465000000000002,0.9637,1.5853666666666666,0.9963333333333334,0.8942333333333333,234.18733333333333,236.69466666666668,20.413333333333334,10.653333333333334,1.3447555555555555,1.0823833333333333,1.0728041666666666,0.9370999999999999,0.6829333333333333,0.37533333333333335,0.9279666666666666,0.8587666666666666,1.1379666666666668
11,6,12,1,6.738,238.28366666666668,9.626666666666667,0.235,0.013,0.521,1.1442333333333332,1.3267666666666666,2.3823999999999996,1.2465000000000002,0.9637,1.5853666666666666,0.9963333333333334,235.5656666666667,234.18733333333333,11.360000000000001,20.413333333333334,1.4168444444444444,1.0981166666666666,1.0883541666666667,0.8942333333333333,0.9370999999999999,0.6829333333333333,0.37533333333333335,0.9279666666666666,0.8587666666666666
12,6,12,1,6.608,238.45166666666668,8.28,0.0,0.002,0.523,0.9845,1.1442333333333332,1.3267666666666666,2.3823999999999996,1.2465000000000002,0.9637,1.5853666666666666,238.28366666666668,235.5656666666667,9.626666666666667,11.360000000000001,1.4414944444444444,1.1219055555555555,1.0898625,0.9963333333333334,0.8942333333333333,0.9370999999999999,0.6829333333333333,0.37533333333333335,0.9279666666666666
12,6,12,1,11.033999999999999,237.11766666666665,7.993333333333334,0.0,0.03,0.516,0.9313666666666667,0.9845,1.1442333333333332,1.3267666666666666,2.3823999999999996,1.2465000000000002,0.9637,238.45166666666668,238.28366666666668,8.28,9.626666666666667,1.34135,1.1266166666666668,1.0895402777777778,1.5853666666666666,0.9963333333333334,0.8942333333333333,0.9370999999999999,0.6829333333333333,0.37533333333333335
13,6,12,1,5.838,239.22066666666666,6.433333333333334,0.0,0.003,0.526,0.7692333333333333,0.9313666666666667,0.9845,1.1442333333333332,1.3267666666666666,2.3823999999999996,1.2465000000000002,237.11766666666665,238.45166666666668,7.993333333333334,8.28,1.335961111111111,1.1729527777777777,1.0912541666666666,0.9637,1.5853666666666666,0.9963333333333334,0.8942333333333333,0.9370999999999999,0.6829333333333333
13,6,12,1,4.454,240.62066666666666,7.413333333333333,0.0,0.0,0.531,0.8915333333333334,0.7692333333333333,0.9313666666666667,0.9845,1.1442333333333332,1.3267666666666666,2.3823999999999996,239.22066666666666,237.11766666666665,6.433333333333334,7.993333333333334,1.2564166666666665,1.1801444444444444,1.046726388888889,1.2465000000000002,0.9637,1.5853666666666666,0.9963333333333334,0.8942333333333333,0.9370999999999999
14,6,12,1,7.688000000000001,244.40333333333334,8.52,0.0,0.0,0.549,1.0319,0.8915333333333334,0.7692333333333333,0.9313666666666667,0.9845,1.1442333333333332,1.3267666666666666,240.62066666666666,239.22066666666666,7.413333333333333,6.433333333333334,1.007938888888889,1.1763472222222222,1.0208944444444443,2.3823999999999996,1.2465000000000002,0.9637,1.5853666666666666,0.9963333333333334,0.8942333333333333
14,6,12,1,7.756,243.68800000000002,8.68,0.0,0.02,0.545,1.0607333333333333,1.0319,0.8915333333333334,0.7692333333333333,0.9313666666666667,0.9845,1.1442333333333332,244.40333333333334,240.62066666666666,8.52,7.413333333333333,0.9587944444444444,1.1878194444444443,1.03055,1.3267666666666666,2.3823999999999996,1.2465000000000002,0.9637,1.5853666666666666,0.9963333333333334
15,6,12,1,3.06,241.81833333333333,9.973333333333333,0.006,0.012,0.536,1.2071,1.0607333333333333,1.0319,0.8915333333333334,0.7692333333333333,0.9313666666666667,0.9845,243.68800000000002,244.40333333333334,8.68,8.52,0.9448777777777778,1.193186111111111,1.041951388888889,1.1442333333333332,1.3267666666666666,2.3823999999999996,1.2465000000000002,0.9637,1.5853666666666666
15,6,12,1,2.2560000000000002,239.14333333333335,14.88,0.412,0.0,0.526,1.7783,1.2071,1.0607333333333333,1.0319,0.8915333333333334,0.7692333333333333,0.9313666666666667,241.81833333333333,243.68800000000002,9.973333333333333,8.68,0.9819777777777778,1.1616638888888888,1.0579569444444443,0.9845,1.1442333333333332,1.3267666666666666,2.3823999999999996,1.2465000000000002,0.9637
16,6,12,1,2.682,237.63133333333332,14.033333333333333,0.32,0.0,0.519,1.6718333333333333,1.7783,1.2071,1.0607333333333333,1.0319,0.8915333333333334,0.7692333333333333,239.14333333333335,241.81833333333333,14.88,9.973333333333333,1.1231333333333333,1.2295472222222223,1.0970847222222222,0.9313666666666667,0.9845,1.1442333333333332,1.3267666666666666,2.3823999999999996,1.2465000000000002
16,6,12,1,2.906,235.93233333333333,13.979999999999999,0.195,0.004,0.511,1.6542,1.6718333333333333,1.7783,1.2071,1.0607333333333333,1.0319,0.8915333333333334,237.63133333333332,239.14333333333335,14.033333333333333,14.88,1.2735666666666667,1.2649916666666665,1.1316444444444445,0.7692333333333333,0.9313666666666667,0.9845,1.1442333333333332,1.3267666666666666,2.3823999999999996
17,6,12,1,6.002,233.31966666666668,14.926666666666668,0.0,0.028,0.501,1.7455333333333334,1.6542,1.6718333333333333,1.7783,1.2071,1.0607333333333333,1.0319,235.93233333333333,237.63133333333332,13.979999999999999,14.033333333333333,1.400677777777778,1.2043083333333333,1.1433458333333333,0.8915333333333334,0.7692333333333333,0.9313666666666667,0.9845,1.1442333333333332,1.3267666666666666
17,6,12,1,3.996,235.14,14.093333333333334,0.0,0.0,0.508,1.6612333333333331,1.7455333333333334,1.6542,1.6718333333333333,1.7783,1.2071,1.0607333333333333,233.31966666666668,235.93233333333333,14.926666666666668,13.979999999999999,1.5196166666666666,1.2392055555555557,1.168661111111111,1.0319,0.8915333333333334,0.7692333333333333,0.9313666666666667,0.9845,1.1442333333333332
18,6,12,1,3.132,235.45466666666667,15.620000000000001,0.0,0.0,0.51,1.8411,1.6612333333333331,1.7455333333333334,1.6542,1.6718333333333333,1.7783,1.2071,235.14,233.31966666666668,14.093333333333334,14.926666666666668,1.6197,1.2822888888888888,1.2020972222222222,1.0607333333333333,1.0319,0.8915333333333334,0.7692333333333333,0.9313666666666667,0.9845
18,6,12,1,4.9719999999999995,233.29,15.879999999999999,0.0,0.0,0.5,1.856,1.8411,1.6612333333333331,1.7455333333333334,1.6542,1.6718333333333333,1.7783,235.45466666666667,235.14,15.620000000000001,14.093333333333334,1.7253666666666663,1.3536722222222222,1.2401444444444445,1.2071,1.0607333333333333,1.0319,0.8915333333333334,0.7692333333333333,0.9313666666666667
19,6,12,1,8.852,234.056,11.76,0.0,0.028,0.504,1.3688666666666667,1.856,1.8411,1.6612333333333331,1.7455333333333334,1.6542,1.6718333333333333,233.29,235.45466666666667,15.879999999999999,15.620000000000001,1.7383166666666667,1.430725,1.301838888888889,1.7783,1.2071,1.0607333333333333,1.0319,0.8915333333333334,0.7692333333333333
19,6,12,1,7.058,232.33533333333335,13.273333333333333,0.0,0.003,0.497,1.5395333333333334,1.3688666666666667,1.856,1.8411,1.6612333333333331,1.7455333333333334,1.6542,234.056,233.29,11.76,15.879999999999999,1.6878222222222223,1.4806944444444445,1.3304194444444444,1.6718333333333333,1.7783,1.2071,1.0607333333333333,1.0319,0.8915333333333334
20,6,12,1,7.272,234.74133333333333,13.520000000000001,0.0,0.03,0.506,1.5787000000000002,1.5395333333333334,1.3688666666666667,1.856,1.8411,1.6612333333333331,1.7455333333333334,232.33533333333335,234.056,13.273333333333333,11.76,1.6687111111111108,1.5346944444444446,1.3555208333333333,1.6542,1.6718333333333333,1.7783,1.2071,1.0607333333333333,1.0319
20,6,12,1,9.018,238.11166666666668,15.033333333333333,0.0,0.037,0.521,1.7828000000000002,1.5787000000000002,1.5395333333333334,1.3688666666666667,1.856,1.8411,1.6612333333333331,234.74133333333333,232.33533333333335,13.520000000000001,13.273333333333333,1.6409055555555556,1.580261111111111,1.3840402777777776,1.7455333333333334,1.6542,1.6718333333333333,1.7783,1.2071,1.0607333333333333
21,6,12,1,8.177999999999999,238.45499999999998,13.266666666666667,0.0,0.036,0.523,1.5803666666666667,1.7828000000000002,1.5787000000000002,1.5395333333333334,1.3688666666666667,1.856,1.8411,238.11166666666668,234.74133333333333,15.033333333333333,13.520000000000001,1.6611666666666667,1.6404333333333334,1.4168097222222222,1.6612333333333331,1.7455333333333334,1.6542,1.6718333333333333,1.7783,1.2071
21,6,12,1,7.9,239.75333333333336,12.166666666666666,0.0,0.036,0.527,1.4604,1.5803666666666667,1.7828000000000002,1.5787000000000002,1.5395333333333334,1.3688666666666667,1.856,238.45499999999998,238.11166666666668,13.266666666666667,15.033333333333333,1.6177111111111113,1.671538888888889,1.416601388888889,1.8411,1.6612333333333331,1.7455333333333334,1.6542,1.6718333333333333,1.7783
22,6,12,1,9.59,240.268,8.226666666666667,0.0,0.025,0.15,0.9749666666666666,1.4604,1.5803666666666667,1.7828000000000002,1.5787000000000002,1.5395333333333334,1.3688666666666667,239.75333333333336,238.45499999999998,12.166666666666666,13.266666666666667,1.5517777777777777,1.645047222222222,1.437297222222222,1.856,1.8411,1.6612333333333331,1.7455333333333334,1.6542,1.6718333333333333
22,6,12,1,4.532,244.11666666666667,4.54,0.0,0.0,0.0,0.5430333333333334,0.9749666666666666,1.4604,1.5803666666666667,1.7828000000000002,1.5787000000000002,1.5395333333333334,240.268,239.75333333333336,8.226666666666667,12.166666666666666,1.486127777777778,1.586975,1.4259833333333332,1.3688666666666667,1.856,1.8411,1.6612333333333331,1.7455333333333334,1.6542
23,6,12,1,4.95,245.82133333333334,2.0533333333333332,0.0,0.011,0.0,0.2402,0.5430333333333334,0.9749666666666666,1.4604,1.5803666666666667,1.7828000000000002,1.5787000000000002,244.11666666666667,240.268,4.54,8.226666666666667,1.3200444444444444,1.494377777777778,1.3493430555555557,1.5395333333333334,1.3688666666666667,1.856,1.8411,1.6612333333333331,1.7455333333333334
23,6,12,1,8.358,245.64666666666665,1.9400000000000002,0.0,0.037,0.0,0.19753333333333334,0.2402,0.5430333333333334,0.9749666666666666,1.4604,1.5803666666666667,1.7828000000000002,245.82133333333334,244.11666666666667,2.0533333333333332,4.54,1.0969611111111113,1.3689333333333333,1.3040694444444443,1.5787000000000002,1.5395333333333334,1.3688666666666667,1.856,1.8411,1.6612333333333331
0,0,12,0,3.856,245.1953333333333,1.3599999999999999,0.0,0.002,0.0,0.14833333333333334,0.19753333333333334,0.2402,0.5430333333333334,0.9749666666666666,1.4604,1.5803666666666667,245.64666666666665,245.82133333333334,1.9400000000000002,2.0533333333333332,0.83275,1.2469583333333334,1.264623611111111,1.7828000000000002,1.5787000000000002,1.5395333333333334,1.3688666666666667,1.856,1.8411
0,0,12,0,2.088,244.01966666666667,1.0866666666666667,0.0,0.0,0.0,0.12803333333333333,0.14833333333333334,0.19753333333333334,0.2402,0.5430333333333334,0.9749666666666666,1.4604,245.1953333333333,245.64666666666665,1.3599999999999999,1.9400000000000002,0.5940777777777778,1.1058944444444445,1.2297833333333335,1.5803666666666667,1.7828000000000002,1.5787000000000002,1.5395333333333334,1.3688666666666667,1.856
